product_id,product_handle,product_title,product_status,flagged_variant_count,min_aud_across_variants,max_aud_across_variants
prod_01KPJQCHPVE8GJCGDEMZ9PDSEK,as-colour-wo-s-maple-tank-4017,AS Colour Wo's Maple Tank 4017,draft,12,0.42,0.42
prod_01KPJQCHPVGEDP105VE0WZ0H74,as-colour-wo-s-maple-l-s-tee-4020,AS Colour Wo's Maple L/S Tee 4020,published,12,0.6,0.6
prod_01KPJQCHPVGV64D099ABXP8E6T,as-colour-wo-s-mali-racerback-4013,AS Colour Wo's Mali Racerback 4013,draft,12,0.39,0.39
prod_01KPJQCHPVR35SA86ETHDM2A4E,as-colour-wo-s-maple-curve-tee-4024,AS Colour Wo's Maple Curve Tee 4024,published,30,0.42,0.42
prod_01KPJQCHPVXD9W5G221FSK7GJ0,as-colour-wo-s-maple-curve-l-s-tee-4021,AS Colour Wo's Maple Curve L/S Tee 4021,published,30,0.6,0.6
prod_01KPJQCHPVZ52ZKS64Y5HBZZ6T,as-colour-wo-s-shallow-scoop-tee-4011,AS Colour Wo's Shallow Scoop Tee 4011,published,14,0.42,0.42
prod_01KPJQFJ0VCZR8P24B07T2PXEV,as-colour-authentic-singlet-5004,AS Colour Authentic Singlet 5004,draft,10,0.42,0.42
prod_01KPJQFJ0W6TBET4XWBN27FKKE,as-colour-classic-pocket-tee-5027,AS Colour Classic Pocket Tee 5027,published,35,0.53,0.53
prod_01KPJQFJ0W9HV8XZDQ00ET3CR3,as-colour-base-l-s-tee-5029,AS Colour Base L/S Tee 5029,published,12,0.6,0.6
prod_01KPJQFJ0WDSREMN24KBR7297G,as-colour-raglan-tee-5012,AS Colour Raglan Tee 5012,published,24,0.54,0.54
prod_01KPJQFJ0WFCJ776P4DSDB981H,as-colour-staple-l-s-tee-5020,AS Colour Staple L/S Tee 5020,published,88,0.6,0.6
prod_01KPJQFJ0WKXM3QJNMJNPCW7RS,as-colour-staple-stripe-tee-5028,AS Colour Staple Stripe Tee 5028,published,24,0.54,0.54
prod_01KPJQFJ0WS5NRGCXX6GHF7FM6,as-colour-barnard-tank-5025,AS Colour Barnard Tank 5025,draft,62,0.42,0.42
prod_01KPJQFJ0WW8RG78B301DT4XHX,as-colour-organic-tee-5005,AS Colour Organic Tee 5005,published,6,0.48,0.48
prod_01KPJQFJ0WZ2QY6PJ49D342K59,as-colour-lowdown-singlet-5007,AS Colour Lowdown Singlet 5007,draft,12,0.39,0.39
prod_01KPJQFJ0XNW0FMFT1T10TQB98,as-colour-basic-tee-5051,AS Colour Basic Tee 5051,published,216,0.39,0.39
prod_01KPJQFJ0XTYVPTJCNQZ7RJ5YM,as-colour-box-tee-5030,AS Colour Box Tee 5030,published,60,0.54,0.54
prod_01KPJQFJ0XY5ZWQETJ48G30HB1,as-colour-staple-stone-wash-tee-5040,AS Colour Staple Stone Wash Tee 5040,published,60,0.54,0.54
prod_01KPJQFPF9F1J2A2NZ738DXA2H,as-colour-block-oversized-tee-5052,AS Colour Block Oversized Tee 5052,published,24,0.42,0.42
prod_01KPJQFPFA074EQMNH4GNAW7QA,as-colour-classic-pocket-l-s-tee-5072,AS Colour Classic Pocket L/S Tee 5072,published,10,0.69,0.69
prod_01KPJQFPFA3A6T06HC968KK48J,as-colour-block-l-s-tee-5054,AS Colour Block L/S Tee 5054,published,36,0.48,0.48
prod_01KPJQFPFA5RJ7C0W38SDC29KM,as-colour-staple-minus-tee-5cm-5074-5074,AS Colour Staple Minus Tee [-5cm] 5074 5074,published,42,0.42,0.42
prod_01KPJQFPFA95JRSG8268DF8D48,as-colour-staple-plus-tee-5cm-5075-5075,AS Colour Staple Plus Tee [+5cm] 5075 5075,published,12,0.48,0.48
prod_01KPJQFPFAA5GAXKKD8TY6RTRR,as-colour-classic-oversized-tee-5069,AS Colour Classic Oversized Tee 5069,published,36,0.54,0.54
prod_01KPJQFPFADQRMNWXAQXCXZ7T9,as-colour-staple-curve-tee-5076,AS Colour Staple Curve Tee 5076,published,24,0.42,0.42
prod_01KPJQFPFANQ4E7PS939CF050H,as-colour-staple-ringer-tee-5053,AS Colour Staple Ringer Tee 5053,published,18,0.48,0.48
prod_01KPJQFPFARCH5FQBG5RR71KEX,as-colour-classic-l-s-tee-5071,AS Colour Classic L/S Tee 5071,published,98,0.63,0.63
prod_01KPJQFPFATE5TG92E4XHVKCB5,as-colour-classic-tank-5073,AS Colour Classic Tank 5073,draft,42,0.45,0.45
prod_01KPJQFPFAWNH60VE8ZR73F115,as-colour-classic-plus-tee-5cm-5070-5070,AS Colour Classic Plus Tee [+5cm] 5070 5070,published,24,0.54,0.54
prod_01KPJQFPFAY4CZ8TG6RFSRA72C,as-colour-staple-faded-tee-5065,AS Colour Staple Faded Tee 5065,published,48,0.54,0.54
prod_01KPJQFPFB1CDMTC14P7Q8CV7B,as-colour-staple-tank-5090,AS Colour Staple Tank 5090,draft,12,0.45,0.45
prod_01KPJQFPFB29TDGXRS282BHV0X,as-colour-classic-minus-tee-5cm-5079-5079,AS Colour Classic Minus Tee [-5cm] 5079 5079,published,56,0.48,0.48
prod_01KPJQFPFB3YWSENH7CWYSEP42,as-colour-heavy-faded-l-s-tee-5083,AS Colour Heavy Faded L/S Tee 5083,published,24,0.72,0.72
prod_01KPJQFPFBBSBPDKWGRGZY84K0,as-colour-staple-curve-tank-5091,AS Colour Staple Curve Tank 5091,draft,12,0.45,0.45
prod_01KPJQFPFBBXP9PWWT2J5HH1PC,as-colour-stone-wash-heavy-tee-5085,AS Colour Stone Wash Heavy Tee 5085,published,18,0.68,0.68
prod_01KPJQFPFBC6HSD413Z9NZA07P,as-colour-heavy-faded-minus-tee-5cm-5086-5086,AS Colour Heavy Faded Minus Tee [-5cm] 5086 5086,published,24,0.6,0.6
prod_01KPJQFPFBDF21MJ1T3TFFVRAS,as-colour-heavy-faded-tank-5084,AS Colour Heavy Faded Tank 5084,draft,24,0.6,0.6
prod_01KPJQFPFBGV3FG4B2F1V4E9B1,as-colour-supply-crew-5100,AS Colour Supply Crew 5100,published,67,0.83,0.83
prod_01KPJQFPFBKTGH55ZPZ9C1RH5E,as-colour-heavy-l-s-tee-5081,AS Colour Heavy L/S Tee 5081,published,36,0.72,0.72
prod_01KPJQFPFBS2ND2Y9X0GP3F4E5,as-colour-staple-recycled-tee-5077,AS Colour Staple Recycled Tee 5077,published,12,0.48,0.48
prod_01KPJQFPFBW1QHZ5EK7NM08QR8,as-colour-staple-active-tank-5078,AS Colour Staple Active Tank 5078,draft,18,0.54,0.54
prod_01KPJQFPFBXMH8DZ6M2YX8Z2P7,as-colour-heavy-faded-tee-5082,AS Colour Heavy Faded Tee 5082,published,119,0.68,0.68
prod_01KPJQFPFCBTSZRB6E2DBRRW3Z,as-colour-supply-hood-5101,AS Colour Supply Hood 5101,published,39,0.87,0.87
prod_01KPJQGAP10H2KXK0PRB1SAQMQ,as-colour-wo-s-organic-rib-tank-4063g,AS Colour Wo's Organic Rib Tank 4063G,draft,41,0.54,0.54
prod_01KPJQGAP165G4JJCQ2KGTZN0S,as-colour-staple-organic-tee-5001g,AS Colour Staple Organic Tee 5001G,published,56,0.48,0.48
prod_01KPJQGAP1A97TCA3DTR1Y9Y36,as-colour-wo-s-organic-rib-tee-4092g,AS Colour Wo's Organic Rib Tee 4092G,published,12,0.63,0.63
prod_01KPJQGAP1D649BSFCFNSNHPTS,as-colour-wo-s-organic-rib-crop-tank-4064g,AS Colour Wo's Organic Rib Crop Tank 4064G,draft,55,0.51,0.51
prod_01KPJQGAP1JAAPES7YSERXAJHP,as-colour-staple-active-tee-5001a,AS Colour Staple Active Tee 5001A,published,18,0.68,0.68
prod_01KPJQGAP25KAAHEKQQK0XKZ0D,as-colour-block-safety-l-s-tee-5054f,AS Colour Block Safety L/S Tee 5054F,published,12,0.63,0.63
prod_01KPJQGAP293MVFZ8ZZJTX55HJ,as-colour-block-tubular-tee-5050t,AS Colour Block Tubular Tee 5050T,published,82,0.42,0.42
prod_01KPJQGAP299V7573FR64CJHQ6,as-colour-staple-active-l-s-tee-5020a,AS Colour Staple Active L/S Tee 5020A,published,12,0.72,0.72
prod_01KPJQGAP2B8NBJAH64CVPHH6Y,as-colour-staple-marle-tee-5001m,AS Colour Staple Marle Tee 5001M,published,36,0.42,0.42
prod_01KPJQGAP2DVFD7WHQBPQCDVR2,as-colour-classic-organic-tee-5026g,AS Colour Classic Organic Tee 5026G,published,36,0.53,0.53
prod_01KPJQGAP2F7EDVRDBW8ZG8BR7,as-colour-stencil-camo-hood-5102c,AS Colour Stencil Camo Hood 5102C,published,14,0.97,0.97
prod_01KPJQGAP2FBNWS9VQ8MFMCPVP,as-colour-organic-rib-singlet-5063g,AS Colour Organic Rib Singlet 5063G,draft,12,0.63,0.63
prod_01KPJQGAP2GND0SB7RX05XXPD9,as-colour-organic-stencil-hood-5102g,AS Colour Organic Stencil Hood 5102G,published,14,1.05,1.05
prod_01KPJQGAP2MC3R4PCNT6CG4A3S,as-colour-staple-organic-l-s-tee-5020g,AS Colour Staple Organic L/S Tee 5020G,published,21,0.63,0.63
prod_01KPJQGAP2MXFJE8537T53KA4H,as-colour-stencil-safety-hood-5102f,AS Colour Stencil Safety Hood 5102F,published,14,0.97,0.97
prod_01KPJQGAP2Q9PTQ6T2DFQCGA7B,as-colour-staple-raglan-tee-5001r,AS Colour Staple Raglan Tee 5001R,published,12,0.42,0.42
prod_01KPJQGAP2RDTP3VG4GBSYKSR7,as-colour-staple-v-neck-tee-5001v,AS Colour Staple V Neck Tee 5001V,published,12,0.42,0.42
prod_01KPJQGAP2VBJBTANY8MHDP4DB,as-colour-block-safety-tee-5050f,AS Colour Block Safety Tee 5050F,published,22,0.42,0.42
prod_01KPJQGAP3T9DKPXBA2MXZRVV8,as-colour-work-safety-polo-5425f,AS Colour Work Safety Polo 5425F,published,16,0.72,0.72
prod_01KPM39FA2HWWY3DMWSK9HZ1ED,syzmik-knee-pad-za018,Syzmik Knee Pad ZA018,draft,1,0.0795,0.0795
prod_01KPM39FA2QMYJZ82P761H7RRP,syzmik-mens-service-overall-zc503,Syzmik Mens Service Overall ZC503,draft,11,0.345,0.345
prod_01KPM39FA3A6QQQ6KH3KTZGZXM,syzmik-mens-lightweight-cotton-drill-overall-zc560,Syzmik Mens Lightweight Cotton Drill Overall ZC560,draft,10,0.41950000000000004,0.41950000000000004
prod_01KPM39FA3FA3HHEY40ZVF8D2P,syzmik-mens-orange-flame-overall-hoop-taped-zc525,Syzmik Mens Orange Flame Overall - Hoop Taped ZC525,draft,20,1.5995,1.5995
prod_01KPM39FA3T1VP3NP7S4VDZA0F,syzmik-mens-rugged-cooling-taped-overall-zc804,Syzmik Mens Rugged Cooling Taped Overall ZC804,draft,20,0.6295000000000001,0.6295000000000001
prod_01KPM39K5Z6M8NTYZ8DNH4XK05,syzmik-unisex-antarctic-softshell-jacket-zj253,Syzmik Unisex Antarctic Softshell Jacket ZJ253,draft,22,0.5795,0.5795
prod_01KPM39K5ZCBFEQ2V5TW4WJPY2,syzmik-mens-hi-vis-basic-4-in-1-waterproof-jacket-zj220,Syzmik Mens Hi Vis Basic 4 In 1 Waterproof Jacket ZJ220,draft,44,0.6295000000000001,0.6295000000000001
prod_01KPM39K5ZJ6WG0952XA6DXEEH,syzmik-unisex-streetworx-hooded-puffer-jacket-zj240,Syzmik Unisex Streetworx Hooded Puffer Jacket ZJ240,draft,44,0.5595,0.5595
prod_01KPM39K600CTV1K2N91849SGD,syzmik-unisex-super-light-segmented-tape-packable-rain-jacket-zj560,Syzmik Unisex Super Light Segmented Tape Packable Rain Jacket ZJ560,draft,22,0.47950000000000004,0.47950000000000004
prod_01KPM39K6060CKH5XF40X3CFYM,syzmik-unisex-streetworx-2-in-1-stretch-softshell-jacket-zj263,Syzmik Unisex Streetworx 2 In 1 Stretch Softshell Jacket ZJ263,draft,44,0.49950000000000006,0.49950000000000006
prod_01KPM39K60D6XFN52PVH063TZP,syzmik-unisex-hi-vis-antarctic-softshell-jacket-zj553,Syzmik Unisex Hi Vis Antarctic Softshell Jacket ZJ553,draft,22,0.6295000000000001,0.6295000000000001
prod_01KPM39K60D8T7RCRDXA8JJ50J,syzmik-mens-hi-vis-cotton-drill-jacket-zj590,Syzmik Mens Hi Vis Cotton Drill Jacket ZJ590,draft,22,0.5595,0.5595
prod_01KPM39K60D9H2W2ZVP4P8KT3C,syzmik-mens-hi-vis-quilted-flying-jacket-zj351,Syzmik Mens Hi Vis Quilted Flying Jacket ZJ351,draft,16,0.3895,0.3895
prod_01KPM39K60E1Z5CX5V92KMZA2H,syzmik-unisex-hi-vis-x-back-2-in-1-softshell-jacket-zj680,Syzmik Unisex Hi Vis X Back 2 In 1 Softshell Jacket ZJ680,draft,22,0.47950000000000004,0.47950000000000004
prod_01KPM39K60FKPVRFCJHT0CADYB,syzmik-mens-hi-vis-x-back-4-in-1-waterproof-jacket-zj616,Syzmik Mens Hi Vis X Back 4 In 1 Waterproof Jacket ZJ616,draft,11,0.8195,0.8195
prod_01KPM39K60FQNSRTWCE1XQARM8,syzmik-unisex-streetworx-stretch-waterproof-jacket-zj310,Syzmik Unisex Streetworx Stretch Waterproof Jacket ZJ310,draft,22,0.5595,0.5595
prod_01KPM39K60G1JZ38YP1Q2G3T48,syzmik-unisex-hi-vis-vic-rail-4-in-1-waterproof-jacket-zj580,Syzmik Unisex Hi Vis VIC Rail 4 In 1 Waterproof Jacket ZJ580,draft,11,0.6695,0.6695
prod_01KPM39K60H5G3Z816DP8YZ7JT,syzmik-mens-hi-vis-storm-jacket-zj350,Syzmik Mens Hi Vis Storm Jacket ZJ350,draft,44,0.48950000000000005,0.48950000000000005
prod_01KPM39K60HSN8XHNT48ZSB2KW,syzmik-unisex-streetworx-reflective-waterproof-jacket-zj380,Syzmik Unisex Streetworx Reflective Waterproof Jacket ZJ380,draft,11,0.46950000000000003,0.46950000000000003
prod_01KPM39K60KEE49S54KGMN92C0,syzmik-unisex-hi-vis-softshell-jacket-zj353,Syzmik Unisex Hi Vis Softshell Jacket ZJ353,draft,40,0.42950000000000005,0.42950000000000005
prod_01KPM39K60KGVPH44YAPKHE99Y,syzmik-unisex-super-light-packable-rain-jacket-zj260,Syzmik Unisex Super Light Packable Rain Jacket ZJ260,draft,132,0.3795,0.3795
prod_01KPM39K60KN6JZ5HT26T91G9S,syzmik-mens-hi-vis-4-in-1-waterproof-jacket-zj532,Syzmik Mens Hi Vis 4 In 1 Waterproof Jacket ZJ532,draft,22,0.7495,0.7495
prod_01KPM39K60NYNBSR32E7QRBME6,syzmik-mens-hi-vis-taped-storm-pant-zj352,Syzmik Mens Hi Vis Taped Storm Pant ZJ352,draft,27,0.2195,0.2195
prod_01KPM39K615ZR51T6WNN0ZFERF,syzmik-mens-orange-flame-arc-rated-antistatic-waterproof-jacket-zj900,Syzmik Mens Orange Flame Arc Rated Antistatic Waterproof Jacket ZJ900,draft,22,1.7994999999999999,1.7994999999999999
prod_01KPM39K619T5WFABM8M838SXW,syzmik-womens-hi-vis-nsw-rail-x-back-2-in-1-softshell-jacket-zj770,Syzmik Womens Hi Vis NSW Rail X Back 2 In 1 Softshell Jacket ZJ770,draft,9,0.47950000000000004,0.47950000000000004
prod_01KPM39K61A7PJYXD6WFK9C2QN,syzmik-mens-essential-basic-stretch-cargo-pant-zp230,Syzmik Mens Essential Basic Stretch Cargo Pant ZP230,draft,52,0.2895,0.2895
prod_01KPM39K61HWGJ6XT7N5HXPCE2,syzmik-mens-streetworx-stretch-pant-cuffed-zp340,Syzmik Mens Streetworx Stretch Pant - Cuffed ZP340,draft,48,0.47950000000000004,0.47950000000000004
prod_01KPM39K61NN2R954F3H4CK1VC,syzmik-mens-streetworx-stretch-pant-zp320,Syzmik Mens Streetworx Stretch Pant ZP320,draft,52,0.4595,0.4595
prod_01KPM39K61VFEZXT6EGXY8T7R0,syzmik-unisex-hi-vis-vic-rail-2-in-1-softshell-jacket-zj780,Syzmik Unisex Hi Vis VIC Rail 2 In 1 Softshell Jacket ZJ780,draft,11,0.47950000000000004,0.47950000000000004
prod_01KPM39K61YXQRPDB9PCJ08680,syzmik-womens-streetworx-2-in-1-stretch-softshell-jacket-zj753,Syzmik Womens Streetworx 2 In 1 Stretch Softshell Jacket ZJ753,draft,18,0.5995,0.5995
prod_01KPM39PHH1EYJSPQN9QFV6XDP,syzmik-mens-basic-cargo-pant-regular-zp501,Syzmik Mens Basic Cargo Pant (Regular) ZP501,draft,10,0.2695,0.2695
prod_01KPM39PHH68W3E5ZNTQYSXPX5,syzmik-mens-stretch-denim-work-jean-zp507,Syzmik Mens Stretch Denim Work Jean ZP507,draft,13,0.36950000000000005,0.36950000000000005
prod_01KPM39PHH7NKT09NK3NSZYKEM,syzmik-mens-rugged-cooling-cargo-pant-regular-zp504,Syzmik Mens Rugged Cooling Cargo Pant (Regular) ZP504,draft,52,0.34950000000000003,0.34950000000000003
prod_01KPM39PHHAT1GAVK116AW554N,syzmik-womens-rugged-cooling-cargo-pant-zp704,Syzmik Womens Rugged Cooling Cargo Pant ZP704,draft,44,0.3395,0.3395
prod_01KPM39PHHBY5FRE33SSEJQ3ZA,syzmik-mens-rugged-cooling-stretch-pant-zp604,Syzmik Mens Rugged Cooling Stretch Pant ZP604,draft,52,0.3995,0.3995
prod_01KPM39PHHE261KXSPARBT4DES,syzmik-mens-streetworx-heritage-pant-cuffed-zp420,Syzmik Mens Streetworx Heritage Pant - Cuffed ZP420,draft,44,0.42950000000000005,0.42950000000000005
prod_01KPM39PHHEH22G5YQ5AFZ1E2B,syzmik-womens-orange-flame-taped-cargo-pant-zp522,Syzmik Womens Orange Flame Taped Cargo Pant ZP522,draft,9,0.8695,0.8695
prod_01KPM39PHHF7BN937SC3PY7J47,syzmik-men-streetworx-comfort-pant-zp444,Syzmik Men Streetworx Comfort Pant ZP444,draft,26,0.4595,0.4595
prod_01KPM39PHHKTRT37WW1SBKWPC7,syzmik-mens-streetworx-tough-pant-zp550,Syzmik Mens Streetworx Tough Pant ZP550,draft,52,0.4595,0.4595
prod_01KPM39PHHNMA1N5F1SWSRKYNB,syzmik-mens-streetworx-stretch-jean-zp540,Syzmik Mens Streetworx Stretch Jean ZP540,draft,22,0.42950000000000005,0.42950000000000005
prod_01KPM39PHHQKADRTJFX7NWRM88,syzmik-mens-orange-flame-taped-cargo-pant-regular-zp521,Syzmik Mens Orange Flame Taped Cargo Pant (Regular) ZP521,draft,13,0.8695,0.8695
prod_01KPM39PHHS2GS8AP29FJNXWD1,syzmik-mens-lightweight-drill-cargo-pant-zp505,Syzmik Mens Lightweight Drill Cargo Pant ZP505,draft,39,0.2595,0.2595
prod_01KPM39PHHWKT2D6TE4NJ5DARX,syzmik-mens-cordura-stretch-denim-work-jean-zp508,Syzmik Mens CORDURA� Stretch Denim Work Jean ZP508,draft,13,0.4395,0.4395
prod_01KPM39PHHWPV9H9P15NV9283P,syzmik-mens-ultralite-multi-pocket-pant-zp509,Syzmik Mens Ultralite Multi-Pocket Pant ZP509,draft,26,0.42950000000000005,0.42950000000000005
prod_01KPM39PHHX8FG6NHTYHPZWQA7,syzmik-mens-orange-flame-traditional-style-taped-work-pant-zp523,Syzmik Mens Orange Flame Traditional Style Taped Work Pant ZP523,draft,13,0.8495,0.8495
prod_01KPM39PHHXQ3YVSMRTTJR2HST,syzmik-mens-streetworx-curved-cargo-pant-zp360,Syzmik Mens Streetworx Curved Cargo Pant ZP360,draft,52,0.4595,0.4595
prod_01KPM39PHJ177W4K76P01DS6XQ,syzmik-mens-essential-stretch-cargo-short-zs235,Syzmik Mens Essential Stretch Cargo Short ZS235,draft,39,0.2695,0.2695
prod_01KPM39PHJ363ZS7KMKQWHZC0F,syzmik-mens-rugged-cooling-stretch-taped-pant-zp924,Syzmik Mens Rugged Cooling Stretch Taped Pant ZP924,draft,13,0.42950000000000005,0.42950000000000005
prod_01KPM39PHJ7STXDKJEHY12QVN5,syzmik-mens-bio-motion-taped-pant-regular-zp920,Syzmik Mens Bio Motion Taped Pant (Regular) ZP920,draft,26,0.2995,0.2995
prod_01KPM39PHJ90B7XHK7CVQJDH59,syzmik-mens-bio-motion-taped-stretch-jean-zp907,Syzmik Mens Bio Motion Taped Stretch Jean ZP907,draft,13,0.3895,0.3895
prod_01KPM39PHJ9TH17QH6NWFT8CS2,syzmik-mens-streetworx-heritage-pant-zp820,Syzmik Mens Streetworx Heritage Pant ZP820,draft,52,0.40950000000000003,0.40950000000000003
prod_01KPM39PHJC291Z9VFPXMTXPEP,syzmik-mens-rugged-cooling-taped-pant-regular-zp904,Syzmik Mens Rugged Cooling Taped Pant (Regular) ZP904,draft,13,0.3795,0.3795
prod_01KPM39PHJC83Y92C5T2NRN771,syzmik-womens-stretch-denim-work-jean-zp707,Syzmik Womens Stretch Denim Work Jean ZP707,draft,12,0.36950000000000005,0.36950000000000005
prod_01KPM39PHJD2439TZSGN7WHS05,syzmik-mens-summer-cargo-short-zs146,Syzmik Mens Summer Cargo Short ZS146,draft,52,0.2495,0.2495
prod_01KPM39PHJEKQ3JB6A2WKP6WKC,syzmik-mens-streetworx-board-short-zs240,Syzmik Mens Streetworx Board Short ZS240,draft,55,0.2695,0.2695
prod_01KPM39PHJEMD9XKASKFEZ7BDK,syzmik-mens-essential-stretch-taped-cargo-pant-zp923,Syzmik Mens Essential Stretch Taped Cargo Pant ZP923,draft,13,0.3395,0.3395
prod_01KPM39PHJH8E3Y04PARTX2Z5R,syzmik-mens-streetworx-curved-cargo-short-zs360,Syzmik Mens Streetworx Curved Cargo Short ZS360,draft,39,0.3995,0.3995
prod_01KPM39PHJHX3BGHEF4J7K0VRB,syzmik-womens-essential-stretch-taped-cargo-pant-zp733,Syzmik Womens Essential Stretch Taped Cargo Pant ZP733,draft,11,0.3395,0.3395
prod_01KPM39PHJJF81B1DDQW1CDAVJ,syzmik-womens-essential-basic-stretch-cargo-pant-zp730,Syzmik Womens Essential Basic Stretch Cargo Pant ZP730,draft,44,0.2895,0.2895
prod_01KPM39PHJJR3MZKJS60GR6SCJ,syzmik-mens-essential-stretch-taped-cargo-pant-cuffed-zp935,Syzmik Mens Essential Stretch Taped Cargo Pant - Cuffed ZP935,draft,13,0.35950000000000004,0.35950000000000004
prod_01KPM39PHJMZ4PSBVET6GBCJGD,syzmik-mens-lightweight-outdoor-short-zs180,Syzmik Mens Lightweight Outdoor Short ZS180,draft,52,0.2895,0.2895
prod_01KPM39PHJPR05QXPDZ0RY9FY3,syzmik-womens-bio-motion-taped-pant-zp720,Syzmik Womens Bio Motion Taped Pant ZP720,draft,9,0.2995,0.2995
prod_01KPM39PHJRM2TBW2294E6P5DE,syzmik-mens-rugby-short-zs105,Syzmik Mens Rugby Short ZS105,draft,20,0.1495,0.1495
prod_01KPM39PHJSB64DPBM8XPQGKSJ,syzmik-mens-streetworx-stretch-short-zs340,Syzmik Mens Streetworx Stretch Short ZS340,draft,48,0.41950000000000004,0.41950000000000004
prod_01KPM39PHJTFAZTDW8Q46K4TBZ,syzmik-mens-bio-motion-hi-vis-taped-pant-zp980,Syzmik Mens Bio Motion Hi Vis Taped Pant ZP980,draft,13,0.3195,0.3195
prod_01KPM39PHJX51M2BGAQRS5TNJA,syzmik-womens-essential-stretch-taped-cargo-pant-cuffed-zp735,Syzmik Womens Essential Stretch Taped Cargo Pant - Cuffed ZP735,draft,11,0.35950000000000004,0.35950000000000004
prod_01KPM39SZD0SCHJ1WP2ECKTR2Y,syzmik-mens-streetworx-heritage-short-zs822,Syzmik Mens Streetworx Heritage Short ZS822,draft,52,0.3295,0.3295
prod_01KPM39SZD17S8ZFZVFRNJPC4Y,syzmik-mens-rugged-cooling-stretch-short-short-zs607,Syzmik Mens Rugged Cooling Stretch Short Short ZS607,draft,33,0.2995,0.2995
prod_01KPM39SZD28T9WM1N35PKR5XT,syzmik-mens-streetworx-comfort-short-zs445,Syzmik Mens Streetworx Comfort Short ZS445,draft,26,0.3995,0.3995
prod_01KPM39SZDDHM3BT7BE3N0VYNM,syzmik-mens-rugged-cooling-vented-short-zs505,Syzmik Mens Rugged Cooling Vented Short ZS505,draft,52,0.2595,0.2595
prod_01KPM39SZDDZ0AQD40F2D283M2,syzmik-womens-essential-stretch-cargo-short-zs735,Syzmik Womens Essential Stretch Cargo Short ZS735,draft,33,0.2695,0.2695
prod_01KPM39SZDKNDB97H8XQAWD71K,syzmik-mens-rugged-cooling-stretch-short-zs605,Syzmik Mens Rugged Cooling Stretch Short ZS605,draft,52,0.3295,0.3295
prod_01KPM39SZDM94TPWF8WD77A1TD,syzmik-unisex-streetworx-lightweight-1-4-zip-polar-fleece-zt210,Syzmik Unisex Streetworx Lightweight 1/4 Zip Polar Fleece ZT210,draft,22,0.2695,0.2695
prod_01KPM39SZDNWTNZDCNTQCM36R8,syzmik-mens-streetworx-tough-short-zs550,Syzmik Mens Streetworx Tough Short ZS550,draft,52,0.3995,0.3995
prod_01KPM39SZDQ7ZNA51SYRS85M4K,syzmik-mens-orange-flame-hi-vis-1-4-zip-pullover-hoop-taped-zt150,Syzmik Mens Orange Flame Hi Vis 1/4 Zip Pullover - Hoop Taped ZT150,draft,22,1.2894999999999999,1.2894999999999999
prod_01KPM39SZDSVA7D6HWJ9TV1K8D,syzmik-mens-rugged-cooling-short-short-zs507,Syzmik Mens Rugged Cooling Short Short ZS507,draft,52,0.22949999999999998,0.22949999999999998
prod_01KPM39SZDTBTZJZXXQBA92BAA,syzmik-mens-basic-cargo-short-zs502,Syzmik Mens Basic Cargo Short ZS502,draft,13,0.2395,0.2395
prod_01KPM39SZDXB23F84MW691H0DY,syzmik-womens-rugged-cooling-vented-short-zs704,Syzmik Womens Rugged Cooling Vented Short ZS704,draft,44,0.2595,0.2595
prod_01KPM39SZE23V5N58M7364NXBY,syzmik-unisex-hi-vis-polar-fleece-pullover-shoulder-taped-zt462,Syzmik Unisex Hi Vis Polar Fleece Pullover - Shoulder Taped ZT462,draft,18,0.2895,0.2895
prod_01KPM39SZECM7TEFTHBA2RWHH8,syzmik-unisex-streetworx-reinforced-knit-1-2-zip-pullover-zt380,Syzmik Unisex Streetworx Reinforced Knit 1/2 Zip Pullover ZT380,draft,44,0.3795,0.3795
prod_01KPM39SZED5J409BF7YEQTYRV,syzmik-unisex-hi-vis-1-2-zip-polar-fleece-pullover-zt460,Syzmik Unisex Hi Vis 1/2 Zip Polar Fleece Pullover ZT460,draft,22,0.2395,0.2395
prod_01KPM39SZEM721R8F14FNF4SMX,syzmik-unisex-1-4-zip-brushed-fleece-pullover-zt366,Syzmik Unisex 1/4 Zip Brushed Fleece Pullover ZT366,draft,44,0.2895,0.2895
prod_01KPM39SZERQBMY1T43W6KF28A,syzmik-unisex-hi-vis-polar-fleece-pullover-hoop-taped-zt461,Syzmik Unisex Hi Vis Polar Fleece Pullover - Hoop Taped ZT461,draft,18,0.2895,0.2895
prod_01KPM39SZEWH89J9DQ4TAPJ204,syzmik-unisex-streetworx-full-zip-sherpa-fleece-zt285,Syzmik Unisex Streetworx Full Zip Sherpa Fleece ZT285,draft,44,0.42950000000000005,0.42950000000000005
prod_01KPM39SZEXCACY29J8BSEKD4D,syzmik-unisex-hi-vis-1-2-zip-pullover-zt476,Syzmik Unisex Hi Vis 1/2 Zip Pullover ZT476,draft,44,0.2495,0.2495
prod_01KPM39X9R4MEYQKSC8KX6933Z,syzmik-unisex-hi-vis-waterproof-reversible-vest-zv228,Syzmik Unisex Hi Vis Waterproof Reversible Vest ZV228,draft,44,0.2995,0.2995
prod_01KPM39X9RDZ1RA3N7K4XW6VB0,syzmik-unisex-merino-wool-mid-layer-pullover-zt766,Syzmik Unisex Merino Wool Mid-Layer Pullover ZT766,draft,11,0.6895,0.6895
